,alpha,epsilon,ks_statistic,ks_pvalue
0,,,,
1,21.43421467072381,-0.44843430616554053,0.3333333333333333,0.9307359307359307
2,7.29921804910546,-0.2974957000575148,0.42857142857142855,0.5751748251748252
3,17.17865394474585,-0.39253459951094843,0.2857142857142857,0.9627039627039629
4,18.28954746803809,-0.4334326939159703,0.2857142857142857,0.9627039627039629
5,7.02052793846083,-0.47027859385796905,0.2857142857142857,0.9627039627039629
6,,,,
7,19.28392512857436,-0.46613422283346284,0.42857142857142855,0.5751748251748252
8,17.07648596618949,-0.5400977896730228,0.375,0.6601398601398599
9,20.22817753328908,-0.5039961090499577,0.42857142857142855,0.5751748251748252
10,19.649981978159218,-0.4905568481102963,0.3333333333333333,0.9307359307359307
11,8.17722224373375,-0.6169071686071363,0.5,0.474025974025974
12,12.957647540664873,-0.24269873612944012,0.2857142857142857,0.9627039627039629
13,8.647210190567055,-0.6514373276021973,0.2857142857142857,0.9627039627039629
14,14.936579796653342,-0.4581115182504809,0.2857142857142857,0.9627039627039629
15,10.11478404167146,-0.6746575346275634,0.42857142857142855,0.5751748251748252
16,18.713426966243613,-0.5451658370862248,0.2857142857142857,0.9627039627039629
17,16.084325983351807,-0.3500072178267199,0.5,0.474025974025974
18,8.732656064967031,-0.3368334765974556,0.5,0.474025974025974
19,20.63947582608232,-0.5418733497477712,0.2857142857142857,0.9627039627039629
20,5.188269459048063,-0.3602912521833932,0.2857142857142857,0.9627039627039629
21,7.351643421875441,-0.4718233914531902,0.2857142857142857,0.9627039627039629
22,8.130049394763484,-0.34570795287434575,0.3333333333333333,0.9307359307359307
23,18.842476003845576,-0.46029381865432784,0.2857142857142857,0.9627039627039629
24,19.673108153798168,-0.6605901775183763,0.2857142857142857,0.9627039627039629
25,18.144593531716207,-0.4368122232064083,0.2857142857142857,0.9627039627039629
26,19.010913514707287,-0.5286422256263029,0.42857142857142855,0.5751748251748252
27,10.520431636061732,-0.185839221176037,0.5714285714285714,0.21212121212121213
28,13.020505151587704,-0.26116859843436424,0.2857142857142857,0.9627039627039629
29,16.49268256610307,-0.4432897087536708,0.375,0.6601398601398599
30,,,,
31,19.244560232145133,-0.49212042326351735,0.2857142857142857,0.9627039627039629
32,9.717248349833152,-0.5379982853299893,0.3333333333333333,0.9307359307359307
33,15.907008153321161,-0.41320887919167243,0.42857142857142855,0.5751748251748252
34,17.501344035384523,-0.4369455160251569,0.42857142857142855,0.5751748251748252
35,15.862579172454886,-0.2520339723258905,0.3333333333333333,0.9307359307359307
36,12.65901329739816,-0.13039376517828902,0.5,0.474025974025974
37,6.173133658356312,-0.31322047482978616,0.42857142857142855,0.5751748251748252
38,6.621468669740062,-0.46773750691630067,0.2857142857142857,0.9627039627039629
39,19.293112983625736,-0.6306984286261748,0.375,0.6601398601398599
40,21.04421413022306,-0.5498574202947721,0.2857142857142857,0.9627039627039629
41,20.33790083191171,-0.507673107849732,0.2857142857142857,0.9627039627039629
42,3.8408091734212517,-0.3959358407337049,0.42857142857142855,0.5751748251748252
43,16.353483325662083,-0.22683252562368617,0.3333333333333333,0.9307359307359307
44,13.339567176385502,-0.38239200770205434,0.42857142857142855,0.5751748251748252
45,10.571123747142886,-0.05087660228474821,0.6666666666666666,0.14285714285714285
46,8.621832810046705,-0.2940490134556,0.3333333333333333,0.9307359307359307
47,6.357071993640812,-0.613148386595196,0.2857142857142857,0.9627039627039629
48,9.157481924587772,-0.5686971640372118,0.2857142857142857,0.9627039627039629
49,4.111899471952725,-0.3021259703078568,0.3333333333333333,0.9307359307359307
50,16.01293642769321,-0.47662783058137115,0.375,0.6601398601398599
51,15.667589157010724,-0.37448323451046583,0.42857142857142855,0.5751748251748252
52,10.11179314845001,-0.5980821041690193,0.42857142857142855,0.5751748251748252
53,11.62902603486942,-0.5027661026831911,0.42857142857142855,0.5751748251748252
