,alpha,epsilon,ks_statistic,ks_pvalue
54,8.442977801002934,-0.439197418391314,0.3333333333333333,0.9307359307359307
55,16.499851777243606,-0.3013439834693193,0.3333333333333333,0.9307359307359307
56,8.329464605368948,-0.28743771889294245,0.3333333333333333,0.9307359307359307
57,18.237711237751103,-0.391910002369481,0.5714285714285714,0.21212121212121213
58,10.498864147714642,-0.7216383216918405,0.5,0.2826728826728826
59,,,,
60,11.344473163552276,-0.5769466829028638,0.2857142857142857,0.9627039627039629
61,6.327723721362355,-0.1892370569565425,0.3333333333333333,0.9307359307359307
62,24.235251451998856,-0.6458618231262592,0.375,0.6601398601398599
63,10.49587601101696,-0.7331567825642942,0.42857142857142855,0.5751748251748252
64,5.585256736518235,-0.07177359439339966,0.5,0.474025974025974
65,15.17980025871554,-0.22078986721804103,0.5,0.474025974025974
66,7.96709960935036,-0.38643516668824807,0.5,0.2826728826728826
67,9.284683661923923,-0.4490943580672109,0.2857142857142857,0.9627039627039629
68,16.718096421288674,-0.41969357415486,0.42857142857142855,0.5751748251748252
69,13.37124077706464,-0.19832467733684198,0.3333333333333333,0.9307359307359307
70,15.721461134393714,-1.0374311524151423,0.2857142857142857,0.9627039627039629
71,5.161700465789744,0.0008568044844784871,0.6666666666666666,0.14285714285714285
72,20.991372034725398,-0.6126671971325912,0.2857142857142857,0.9627039627039629
73,20.298956962776053,-0.6113430072363002,0.5,0.2826728826728826
74,18.624070989764306,-0.5298233283854415,0.375,0.6601398601398599
75,7.669068663584315,-0.35085354582809186,0.5,0.474025974025974
76,10.499747967992322,-0.6738276382528322,0.2857142857142857,0.9627039627039629
77,8.78448500490283,-0.4316278502789437,0.3333333333333333,0.9307359307359307
78,8.577436766767361,-0.5350309025156427,0.42857142857142855,0.5751748251748252
79,3.3344771401573885,-0.12844139236135135,0.5714285714285714,0.21212121212121213
80,15.823174651337828,-0.4859823852743821,0.2857142857142857,0.9627039627039629
81,6.603767021734913,-0.7822029289192212,0.3333333333333333,0.9307359307359307
82,17.63584973049965,-0.3040279472357119,0.3333333333333333,0.9307359307359307
83,4.836128046753231,-0.46245682786261144,0.42857142857142855,0.5751748251748252
84,6.820366620082719,-0.23801163571991213,0.42857142857142855,0.5751748251748252
85,14.233541489422374,-0.403474951012692,0.375,0.6601398601398599
86,19.64978118488068,-0.5221645481905253,0.42857142857142855,0.5751748251748252
87,17.480209451444686,-0.4689970653026011,0.2857142857142857,0.9627039627039629
88,14.902611233419107,-0.5314090015301758,0.25,0.98010878010878
89,5.937713685350625,-0.09931786848647284,0.5,0.474025974025974
90,13.291628651745874,-0.37407529063610917,0.2857142857142857,0.9627039627039629
91,9.766369078526589,-0.6448931674409031,0.2857142857142857,0.9627039627039629
92,13.576993022119376,-0.8730431241945563,0.25,0.98010878010878
93,18.961649013475323,-0.6302981672921091,0.42857142857142855,0.5751748251748252
94,15.459052269256786,-0.04833419476312547,0.6666666666666666,0.14285714285714285
95,5.668475246771932,-0.4646560453995285,0.42857142857142855,0.5751748251748252
96,16.318693450850212,-0.29223019987547416,0.3333333333333333,0.9307359307359307
97,20.097493162717587,-0.4213997405877349,0.3333333333333333,0.9307359307359307
98,6.675125322552003,-0.24262660244547268,0.5,0.474025974025974
99,14.00631882560171,-0.11773879726001668,0.3333333333333333,0.9307359307359307
