,num_buildings,num_destinations,trace_strength,agents_vision_angle,agent_vision_samples,Run,Avg_raster_value
2128,60,8,18,77.109375,7,88.0,208.45340403318863
2129,60,8,18,51.328125,12,89.0,161.66721108357737
2130,60,4,52,77.109375,12,90.0,150.20012295520155
2131,79,8,52,77.109375,12,91.0,161.50205726761274
2132,79,4,18,77.109375,12,92.0,151.9976240617744
2133,79,4,52,51.328125,12,93.0,188.3489101458366
2134,79,4,52,77.109375,7,94.0,155.71894943544427
2135,79,4,52,77.109375,12,95.0,257.4402436412953
2136,57,4,57,77.109375,13,96.0,54.716981132075475
2137,82,4,57,77.109375,13,97.0,212.50751320211234
2138,57,9,57,77.109375,13,98.0,66.36105157254713
2139,57,4,24,77.109375,13,99.0,25.120144752714115
2140,57,4,57,51.328125,13,100.0,61.06122804723929
2141,57,4,57,77.109375,8,101.0,61.646710816777045
2142,57,9,24,51.328125,8,102.0,31.07515923566879
2143,82,4,24,51.328125,8,103.0,59.78080387491502
2144,82,9,57,51.328125,8,104.0,216.32947180032892
2145,82,9,24,77.109375,8,105.0,69.20656216790648
2146,82,9,24,51.328125,13,106.0,56.44858407818896
2147,82,9,24,51.328125,8,107.0,50.12252202643172
2148,82,7,12,35.859375,7,108.0,85.13623397601127
2149,57,7,12,35.859375,7,109.0,188.3591629545219
2150,82,6,12,35.859375,7,110.0,232.89044253226797
2151,82,7,69,35.859375,7,111.0,214.42115333381773
2152,82,7,12,10.078125,7,112.0,213.60123554722242
2153,82,7,12,35.859375,14,113.0,87.89010504913588
2154,82,6,69,10.078125,14,114.0,195.15229006618995
2155,57,7,69,10.078125,14,115.0,91.31321129850542
2156,57,6,12,10.078125,14,116.0,117.88883430618968
2157,57,6,69,35.859375,14,117.0,218.5870346972495
2158,57,6,69,10.078125,7,118.0,120.72478206724782
2159,57,6,69,10.078125,14,119.0,103.4964443180202
2160,54,6,52,61.640625,6,0.0,131.40495665226848
2161,98,6,52,61.640625,6,1.0,269.17253407882043
2162,54,6,52,61.640625,6,2.0,141.7862774003333
2163,54,6,85,61.640625,6,3.0,248.05349111158705
2164,54,6,52,46.171875,6,4.0,139.4966617559477
2165,54,6,52,61.640625,4,5.0,119.32591304347827
2166,54,6,85,46.171875,4,6.0,216.7828096803698
2167,98,6,85,46.171875,4,7.0,173.72843654057812
2168,98,6,52,46.171875,4,8.0,275.9736742757909
2169,98,6,85,61.640625,4,9.0,274.3225129844187
2170,98,6,85,46.171875,6,10.0,259.54727786887196
2171,98,6,85,46.171875,4,11.0,184.8280303030303
2172,79,9,97,20.390625,12,12.0,157.88627475133188
2173,73,9,97,20.390625,12,13.0,145.82131011608624
2174,79,3,97,20.390625,12,14.0,150.29489608710037
2175,79,9,40,20.390625,12,15.0,170.80284289599794
2176,79,9,97,87.421875,12,16.0,46.178671837130395
2177,79,9,97,20.390625,10,17.0,14.300709095684146
2178,79,3,40,87.421875,10,18.0,194.6716085989622
2179,73,9,40,87.421875,10,19.0,15.881567895473635
2180,73,3,97,87.421875,10,20.0,171.05027506514702
2181,73,3,40,20.390625,10,21.0,56.39325037128079
2182,73,3,40,87.421875,12,22.0,184.64039259890578
2183,73,3,40,87.421875,10,23.0,181.6408295457638
2184,92,4,29,82.265625,9,24.0,72.17146089908177
2185,60,4,29,82.265625,9,25.0,62.6661854768154
2186,92,8,29,82.265625,9,26.0,125.66480832059467
2187,92,4,18,82.265625,9,27.0,29.529301481705474
2188,92,4,29,66.796875,9,28.0,27.92246508803886
2189,92,4,29,82.265625,13,29.0,150.0980777417559
2190,92,8,18,66.796875,13,30.0,37.113363563616964
2191,60,4,18,66.796875,13,31.0,35.58089693557674
2192,60,8,29,66.796875,13,32.0,31.415696202531645
2193,60,8,18,82.265625,13,33.0,27.08752735229759
2194,60,8,18,66.796875,9,34.0,33.223739694128014
2195,60,8,18,66.796875,13,35.0,28.86519139493312
2196,67,8,74,41.015625,3,36.0,203.90241055431892
2197,85,8,74,41.015625,3,37.0,91.85360980986498
2198,67,4,74,41.015625,3,38.0,218.41467905501105
2199,67,8,63,41.015625,3,39.0,204.76975803121644
2200,67,8,74,25.546875,3,40.0,197.01836669505963
2201,67,8,74,41.015625,7,41.0,157.84818445395555
2202,67,4,63,25.546875,7,42.0,189.70073891625617
2203,85,8,63,25.546875,7,43.0,183.50507857900854
2204,85,4,74,25.546875,7,44.0,177.00032692364846
2205,85,4,63,41.015625,7,45.0,92.4541918313031
2206,85,4,63,25.546875,3,46.0,198.30540112266002
2207,85,4,63,25.546875,7,47.0,208.106192748615
2208,73,3,85,30.703125,4,48.0,110.28426788409853
2209,92,3,85,30.703125,4,49.0,307.1237996790076
2210,73,9,85,30.703125,4,50.0,92.48302781069214
2211,73,3,29,30.703125,4,51.0,98.35550927955575
2212,73,3,85,56.484375,4,52.0,294.2442361419358
2213,73,3,85,30.703125,9,53.0,54.15653093601269
2214,73,9,29,56.484375,9,54.0,90.54411014788373
2215,92,3,29,56.484375,9,55.0,265.7235792831361
2216,92,9,85,56.484375,9,56.0,234.8289335012724
2217,92,9,29,30.703125,9,57.0,238.0917205455069
2218,92,9,29,56.484375,4,58.0,70.77012735700464
2219,92,9,29,56.484375,9,59.0,241.8939709487781
2220,98,7,40,71.953125,10,60.0,141.670153168615
2221,67,7,40,71.953125,10,61.0,279.34724959684644
2222,98,5,40,71.953125,10,62.0,263.4741849487612
2223,98,7,74,71.953125,10,63.0,30.403690453775184
2224,98,7,40,15.234375,10,64.0,93.20242250767942
2225,98,7,40,71.953125,3,65.0,90.47057217919411
2226,98,5,74,15.234375,3,66.0,242.79903191926573
2227,67,7,74,15.234375,3,67.0,133.62251364748698
2228,67,5,40,15.234375,3,68.0,129.67956432783728
2229,67,5,74,71.953125,3,69.0,28.55568877390042
2230,67,5,74,15.234375,10,70.0,129.25186691761277
2231,67,5,74,15.234375,3,71.0,262.83004842615014
2232,85,5,63,10.078125,13,72.0,188.38621575581558
2233,54,5,63,10.078125,13,73.0,15.353738968880632
2234,85,7,63,10.078125,13,74.0,176.83537785446603
2235,85,5,97,10.078125,13,75.0,13.650610089236933
2236,85,5,63,35.859375,13,76.0,15.248939554612937
2237,85,5,63,10.078125,6,77.0,51.53151774785802
2238,85,7,97,35.859375,6,78.0,46.566405274461815
2239,54,5,97,35.859375,6,79.0,52.003814112215196
2240,54,7,63,35.859375,6,80.0,157.76192245757463
2241,54,7,97,10.078125,6,81.0,49.51420060602948
2242,54,7,97,35.859375,13,82.0,152.30456367007596
2243,54,7,97,35.859375,6,83.0,15.057702825888788
2244,60,8,18,51.328125,7,84.0,248.59140034863452
2245,79,8,18,51.328125,7,85.0,171.04074430542187
2246,60,4,18,51.328125,7,86.0,162.39387663718796
2247,60,8,52,51.328125,7,87.0,173.2805073625893
2248,60,8,18,77.109375,7,88.0,194.5390195359556
2249,60,8,18,51.328125,12,89.0,197.12748147910585
2250,60,4,52,77.109375,12,90.0,168.8085448952014
2251,79,8,52,77.109375,12,91.0,152.33531109685697
2252,79,4,18,77.109375,12,92.0,164.34172482552344
2253,79,4,52,51.328125,12,93.0,206.8544768876688
2254,79,4,52,77.109375,7,94.0,162.18252541706454
2255,79,4,52,77.109375,12,95.0,260.44869653619924
2256,57,4,57,77.109375,13,96.0,60.33274305705524
2257,82,4,57,77.109375,13,97.0,214.49228354063519
2258,57,9,57,77.109375,13,98.0,59.13718801278176
2259,57,4,24,77.109375,13,99.0,26.044304578551152
2260,57,4,57,51.328125,13,100.0,58.044256317840826
2261,57,4,57,77.109375,8,101.0,60.40264996591684
2262,57,9,24,51.328125,8,102.0,27.750376695128075
2263,82,4,24,51.328125,8,103.0,64.78051133622769
2264,82,9,57,51.328125,8,104.0,208.38775364389826
2265,82,9,24,77.109375,8,105.0,66.13930061240792
2266,82,9,24,51.328125,13,106.0,52.75013936449789
2267,82,9,24,51.328125,8,107.0,57.84205716184779
2268,82,7,12,35.859375,7,108.0,85.03656914893617
2269,57,7,12,35.859375,7,109.0,181.47014454731212
2270,82,6,12,35.859375,7,110.0,210.18174230319795
2271,82,7,69,35.859375,7,111.0,218.23219164715067
2272,82,7,12,10.078125,7,112.0,215.566064453125
2273,82,7,12,35.859375,14,113.0,97.71193953927767
2274,82,6,69,10.078125,14,114.0,192.7417277486911
2275,57,7,69,10.078125,14,115.0,90.17836713468539
2276,57,6,12,10.078125,14,116.0,119.83053466270188
2277,57,6,69,35.859375,14,117.0,224.7453860734238
2278,57,6,69,10.078125,7,118.0,122.33955223880596
2279,57,6,69,10.078125,14,119.0,95.5524887359421
2280,54,6,52,61.640625,6,0.0,145.1139544701718
2281,98,6,52,61.640625,6,1.0,262.49691818750904
2282,54,6,52,61.640625,6,2.0,125.14530325332693
2283,54,6,85,61.640625,6,3.0,246.02611118482156
2284,54,6,52,46.171875,6,4.0,125.86677444464404
2285,54,6,52,61.640625,4,5.0,127.95498824319785
2286,54,6,85,46.171875,4,6.0,235.9752931537713
2287,98,6,85,46.171875,4,7.0,151.83906380009125
2288,98,6,52,46.171875,4,8.0,296.8691845131343
2289,98,6,85,61.640625,4,9.0,276.19863427909087
2290,98,6,85,46.171875,6,10.0,261.48213898067974
2291,98,6,85,46.171875,4,11.0,173.5994850187266
2292,79,9,97,20.390625,12,12.0,159.82104806739346
2293,73,9,97,20.390625,12,13.0,152.26521659660025
2294,79,3,97,20.390625,12,14.0,144.09823765485953
2295,79,9,40,20.390625,12,15.0,135.85932678424822
2296,79,9,97,87.421875,12,16.0,49.61428937259923
2297,79,9,97,20.390625,10,17.0,14.37566623782393
2298,79,3,40,87.421875,10,18.0,191.99481315910134
2299,73,9,40,87.421875,10,19.0,15.97601717058604
2300,73,3,97,87.421875,10,20.0,185.1057617055728
2301,73,3,40,20.390625,10,21.0,51.13205251685507
2302,73,3,40,87.421875,12,22.0,179.46573453050627
2303,73,3,40,87.421875,10,23.0,209.08857193689954
2304,92,4,29,82.265625,9,24.0,66.64873240649077
2305,60,4,29,82.265625,9,25.0,66.30626824062378
2306,92,8,29,82.265625,9,26.0,129.79095681001934
2307,92,4,18,82.265625,9,27.0,30.017712455247786
2308,92,4,29,66.796875,9,28.0,29.277169008637358
2309,92,4,29,82.265625,13,29.0,135.9263164481712
2310,92,8,18,66.796875,13,30.0,28.951205655851535
2311,60,4,18,66.796875,13,31.0,35.97437241921741
2312,60,8,29,66.796875,13,32.0,30.84234375983385
2313,60,8,18,82.265625,13,33.0,29.90967784009391
2314,60,8,18,66.796875,9,34.0,31.56240215417371
2315,60,8,18,66.796875,13,35.0,37.0014690853347
2316,67,8,74,41.015625,3,36.0,193.84087653207408
2317,85,8,74,41.015625,3,37.0,92.32179155900086
2318,67,4,74,41.015625,3,38.0,202.25406323279697
2319,67,8,63,41.015625,3,39.0,216.77661613030492
2320,67,8,74,25.546875,3,40.0,196.76283911503953
2321,67,8,74,41.015625,7,41.0,171.93571845794392
2322,67,4,63,25.546875,7,42.0,209.98748130504626
2323,85,8,63,25.546875,7,43.0,203.751813638562
2324,85,4,74,25.546875,7,44.0,171.53034901365706
2325,85,4,63,41.015625,7,45.0,110.47368616942087
2326,85,4,63,25.546875,3,46.0,191.95405327836772
2327,85,4,63,25.546875,7,47.0,206.0438080580443
2328,73,3,85,30.703125,4,48.0,84.25304868081211
2329,92,3,85,30.703125,4,49.0,299.60684633366475
2330,73,9,85,30.703125,4,50.0,100.79747567899895
2331,73,3,29,30.703125,4,51.0,104.0488934637159
2332,73,3,85,56.484375,4,52.0,256.7491608324542
2333,73,3,85,30.703125,9,53.0,59.36182827348415
2334,73,9,29,56.484375,9,54.0,107.29099255022952
2335,92,3,29,56.484375,9,55.0,229.7678417448643
2336,92,9,85,56.484375,9,56.0,229.05000757690559
2337,92,9,29,30.703125,9,57.0,223.93754839999002
2338,92,9,29,56.484375,4,58.0,59.77420467281662
2339,92,9,29,56.484375,9,59.0,246.85482834342028
2340,98,7,40,71.953125,10,60.0,121.74473895105518
2341,67,7,40,71.953125,10,61.0,283.2064229499873
2342,98,5,40,71.953125,10,62.0,272.9098214727264
2343,98,7,74,71.953125,10,63.0,26.756390322781268
2344,98,7,40,15.234375,10,64.0,93.96353669319187
2345,98,7,40,71.953125,3,65.0,103.81136246407782
2346,98,5,74,15.234375,3,66.0,245.61854513825307
2347,67,7,74,15.234375,3,67.0,125.91849659662623
2348,67,5,40,15.234375,3,68.0,125.67388382857996
2349,67,5,74,71.953125,3,69.0,30.29371986725941
2350,67,5,74,15.234375,10,70.0,128.60188164628727
2351,67,5,74,15.234375,3,71.0,277.10877973557143
2352,85,5,63,10.078125,13,72.0,186.6922610851005
2353,54,5,63,10.078125,13,73.0,14.86391451274089
2354,85,7,63,10.078125,13,74.0,172.12
2355,85,5,97,10.078125,13,75.0,13.86777920410783
2356,85,5,63,35.859375,13,76.0,18.807320311018394
2357,85,5,63,10.078125,6,77.0,45.90561040211895
2358,85,7,97,35.859375,6,78.0,45.04525740147086
2359,54,5,97,35.859375,6,79.0,48.242590775269875
2360,54,7,63,35.859375,6,80.0,145.89493659713438
2361,54,7,97,10.078125,6,81.0,44.57844754335982
2362,54,7,97,35.859375,13,82.0,136.6052179302961
2363,54,7,97,35.859375,6,83.0,16.78509467400429
2364,60,8,18,51.328125,7,84.0,245.47361001987338
2365,79,8,18,51.328125,7,85.0,146.3198000584935
2366,60,4,18,51.328125,7,86.0,171.0792759598795
2367,60,8,52,51.328125,7,87.0,162.076181772867
2368,60,8,18,77.109375,7,88.0,194.41464190138046
2369,60,8,18,51.328125,12,89.0,156.94935833609912
2370,60,4,52,77.109375,12,90.0,174.8767266326561
2371,79,8,52,77.109375,12,91.0,150.82389970517144
2372,79,4,18,77.109375,12,92.0,150.89421147001366
2373,79,4,52,51.328125,12,93.0,189.0108150064683
2374,79,4,52,77.109375,7,94.0,160.27752963881997
2375,79,4,52,77.109375,12,95.0,272.4645477380686
2376,57,4,57,77.109375,13,96.0,56.3472490446645
2377,82,4,57,77.109375,13,97.0,227.36924549209226
2378,57,9,57,77.109375,13,98.0,58.39389160926218
2379,57,4,24,77.109375,13,99.0,26.861487951434057
2380,57,4,57,51.328125,13,100.0,62.035394343931145
2381,57,4,57,77.109375,8,101.0,57.2946342687466
2382,57,9,24,51.328125,8,102.0,26.59770047515692
2383,82,4,24,51.328125,8,103.0,65.56246672582077
2384,82,9,57,51.328125,8,104.0,242.27018836376936
2385,82,9,24,77.109375,8,105.0,63.560382691889544
2386,82,9,24,51.328125,13,106.0,61.62308961444946
2387,82,9,24,51.328125,8,107.0,59.64711000621504
2388,82,7,12,35.859375,7,108.0,81.68606707611177
2389,57,7,12,35.859375,7,109.0,198.175256906446
2390,82,6,12,35.859375,7,110.0,226.31489340330964
2391,82,7,69,35.859375,7,111.0,210.04360194105132
2392,82,7,12,10.078125,7,112.0,225.42642702946935
2393,82,7,12,35.859375,14,113.0,95.10041012095093
2394,82,6,69,10.078125,14,114.0,178.35789290335424
2395,57,7,69,10.078125,14,115.0,81.21912557656077
2396,57,6,12,10.078125,14,116.0,125.06161971830986
2397,57,6,69,35.859375,14,117.0,213.8268984358001
2398,57,6,69,10.078125,7,118.0,129.55369209976655
2399,57,6,69,10.078125,14,119.0,93.88956285295963
2400,54,6,52,61.640625,6,0.0,151.977152782417
2401,98,6,52,61.640625,6,1.0,260.88159292890265
2402,54,6,52,61.640625,6,2.0,126.5441681344598
2403,54,6,85,61.640625,6,3.0,261.7600952091002
2404,54,6,52,46.171875,6,4.0,127.78534562486948
2405,54,6,52,61.640625,4,5.0,121.80431006565196
2406,54,6,85,46.171875,4,6.0,263.89420188122983
2407,98,6,85,46.171875,4,7.0,162.41154846736794
2408,98,6,52,46.171875,4,8.0,273.3738196676383
2409,98,6,85,61.640625,4,9.0,240.69351154533325
2410,98,6,85,46.171875,6,10.0,265.5148485811356
2411,98,6,85,46.171875,4,11.0,157.11793469252444
2412,79,9,97,20.390625,12,12.0,157.89406532740378
2413,73,9,97,20.390625,12,13.0,151.17731049584546
2414,79,3,97,20.390625,12,14.0,146.88008996212122
2415,79,9,40,20.390625,12,15.0,146.91441871568392
2416,79,9,97,87.421875,12,16.0,50.61868494541762
2417,79,9,97,20.390625,10,17.0,17.60759977086118
2418,79,3,40,87.421875,10,18.0,192.8808902009765
2419,73,9,40,87.421875,10,19.0,15.588551146705496
2420,73,3,97,87.421875,10,20.0,189.1266209000763
2421,73,3,40,20.390625,10,21.0,48.74311880692623
2422,73,3,40,87.421875,12,22.0,199.1097896229418
2423,73,3,40,87.421875,10,23.0,208.6331418471056
2424,92,4,29,82.265625,9,24.0,72.14095315024232
2425,60,4,29,82.265625,9,25.0,62.99474561066256
2426,92,8,29,82.265625,9,26.0,136.51591487249487
2427,92,4,18,82.265625,9,27.0,34.62612496785806
2428,92,4,29,66.796875,9,28.0,30.75416533673795
2429,92,4,29,82.265625,13,29.0,126.72834433113377
2430,92,8,18,66.796875,13,30.0,27.916493929523245
2431,60,4,18,66.796875,13,31.0,28.860772732865755
2432,60,8,29,66.796875,13,32.0,29.48608734233378
2433,60,8,18,82.265625,13,33.0,33.60313395524663
2434,60,8,18,66.796875,9,34.0,33.81826904624832
2435,60,8,18,66.796875,13,35.0,31.948747297469158
2436,67,8,74,41.015625,3,36.0,191.99039848894253
2437,85,8,74,41.015625,3,37.0,88.32262166620842
2438,67,4,74,41.015625,3,38.0,189.04201593707958
2439,67,8,63,41.015625,3,39.0,208.29640899122808
2440,67,8,74,25.546875,3,40.0,205.87165834110996
2441,67,8,74,41.015625,7,41.0,176.84426715700812
2442,67,4,63,25.546875,7,42.0,204.29007758268682
2443,85,8,63,25.546875,7,43.0,198.9728350873444
2444,85,4,74,25.546875,7,44.0,169.11691364040243
2445,85,4,63,41.015625,7,45.0,81.88365041815213
2446,85,4,63,25.546875,3,46.0,195.27371309119414
2447,85,4,63,25.546875,7,47.0,194.10749055700379
2448,73,3,85,30.703125,4,48.0,86.15390533534035
2449,92,3,85,30.703125,4,49.0,276.38177252435065
2450,73,9,85,30.703125,4,50.0,101.11408486801157
2451,73,3,29,30.703125,4,51.0,104.4112569812142
2452,73,3,85,56.484375,4,52.0,282.75606527328733
2453,73,3,85,30.703125,9,53.0,60.71651718662833
2454,73,9,29,56.484375,9,54.0,100.12932721386132
2455,92,3,29,56.484375,9,55.0,258.6292568592307
2456,92,9,85,56.484375,9,56.0,212.92372194959265
2457,92,9,29,30.703125,9,57.0,212.47063792812145
2458,92,9,29,56.484375,4,58.0,58.29618320610687
2459,92,9,29,56.484375,9,59.0,250.1433108162661
2460,98,7,40,71.953125,10,60.0,128.90547678621073
2461,67,7,40,71.953125,10,61.0,258.9471798400683
2462,98,5,40,71.953125,10,62.0,272.7334550208431
2463,98,7,74,71.953125,10,63.0,30.08312685827552
2464,98,7,40,15.234375,10,64.0,102.72777475022707
2465,98,7,40,71.953125,3,65.0,100.77968443248746
2466,98,5,74,15.234375,3,66.0,277.81117490053884
2467,67,7,74,15.234375,3,67.0,125.35321252059308
2468,67,5,40,15.234375,3,68.0,124.67049106472443
2469,67,5,74,71.953125,3,69.0,28.10654441985457
2470,67,5,74,15.234375,10,70.0,136.37472937780427
2471,67,5,74,15.234375,3,71.0,267.9825540996625
2472,85,5,63,10.078125,13,72.0,188.1275089206066
2473,54,5,63,10.078125,13,73.0,17.669554686044346
2474,85,7,63,10.078125,13,74.0,173.35165884318562
2475,85,5,97,10.078125,13,75.0,14.496593696066855
2476,85,5,63,35.859375,13,76.0,14.768223568497167
2477,85,5,63,10.078125,6,77.0,46.251248653412986
2478,85,7,97,35.859375,6,78.0,40.80303318436817
2479,54,5,97,35.859375,6,79.0,44.12569135137781
2480,54,7,63,35.859375,6,80.0,151.95398670592164
2481,54,7,97,10.078125,6,81.0,45.63656568584819
2482,54,7,97,35.859375,13,82.0,146.16333087693442
2483,54,7,97,35.859375,6,83.0,13.095233763871203
2484,60,8,18,51.328125,7,84.0,257.83098794486335
2485,79,8,18,51.328125,7,85.0,154.80589533331516
2486,60,4,18,51.328125,7,86.0,174.56720477276716
2487,60,8,52,51.328125,7,87.0,168.85011770109662
2488,60,8,18,77.109375,7,88.0,186.913575436409
2489,60,8,18,51.328125,12,89.0,163.37486363254916
2490,60,4,52,77.109375,12,90.0,158.26317368535894
2491,79,8,52,77.109375,12,91.0,166.11726107984273
2492,79,4,18,77.109375,12,92.0,161.99133918244138
2493,79,4,52,51.328125,12,93.0,164.2743116648438
2494,79,4,52,77.109375,7,94.0,183.66710664466777
2495,79,4,52,77.109375,12,95.0,270.232738080617
2496,57,4,57,77.109375,13,96.0,60.14381343122436
2497,82,4,57,77.109375,13,97.0,218.4645972864098
2498,57,9,57,77.109375,13,98.0,59.213241950084054
2499,57,4,24,77.109375,13,99.0,26.880380952380953
2500,57,4,57,51.328125,13,100.0,55.76406745700451
2501,57,4,57,77.109375,8,101.0,64.66149682075958
2502,57,9,24,51.328125,8,102.0,35.00135620804232
2503,82,4,24,51.328125,8,103.0,56.798174872665534
2504,82,9,57,51.328125,8,104.0,211.71106132468955
2505,82,9,24,77.109375,8,105.0,62.724300640377486
2506,82,9,24,51.328125,13,106.0,56.66994707244459
2507,82,9,24,51.328125,8,107.0,57.9315414561418
2508,82,7,12,35.859375,7,108.0,80.05681709912027
2509,57,7,12,35.859375,7,109.0,170.2678303626306
2510,82,6,12,35.859375,7,110.0,226.1851182406989
2511,82,7,69,35.859375,7,111.0,244.86242591860923
2512,82,7,12,10.078125,7,112.0,220.1297741879879
2513,82,7,12,35.859375,14,113.0,85.33378002613154
2514,82,6,69,10.078125,14,114.0,204.71558858760753
2515,57,7,69,10.078125,14,115.0,92.97513506025766
2516,57,6,12,10.078125,14,116.0,125.80095223925011
2517,57,6,69,35.859375,14,117.0,238.9790033739943
2518,57,6,69,10.078125,7,118.0,115.65884794723075
2519,57,6,69,10.078125,14,119.0,93.78769841269842
2520,54,6,52,61.640625,6,0.0,132.18302273631383
2521,98,6,52,61.640625,6,1.0,277.38690983894435
2522,54,6,52,61.640625,6,2.0,142.57450160771705
2523,54,6,85,61.640625,6,3.0,219.62786885245902
2524,54,6,52,46.171875,6,4.0,129.51337010612147
2525,54,6,52,61.640625,4,5.0,130.73088063104703
2526,54,6,85,46.171875,4,6.0,245.62528115159694
2527,98,6,85,46.171875,4,7.0,164.16547768519575
2528,98,6,52,46.171875,4,8.0,253.9186357293219
2529,98,6,85,61.640625,4,9.0,281.9275068098885
2530,98,6,85,46.171875,6,10.0,265.3000145886014
2531,98,6,85,46.171875,4,11.0,174.3806957085211
2532,79,9,97,20.390625,12,12.0,138.86264493169557
2533,73,9,97,20.390625,12,13.0,151.97541056898453
2534,79,3,97,20.390625,12,14.0,165.0887766377269
2535,79,9,40,20.390625,12,15.0,157.18526839931988
2536,79,9,97,87.421875,12,16.0,48.72081420874077
2537,79,9,97,20.390625,10,17.0,15.533768262427639
2538,79,3,40,87.421875,10,18.0,172.30422886893695
2539,73,9,40,87.421875,10,19.0,14.938308729724804
2540,73,3,97,87.421875,10,20.0,187.78375948300084
2541,73,3,40,20.390625,10,21.0,46.84850287527266
2542,73,3,40,87.421875,12,22.0,193.76120747916198
2543,73,3,40,87.421875,10,23.0,201.66103234122335
2544,92,4,29,82.265625,9,24.0,58.72128463476071
2545,60,4,29,82.265625,9,25.0,52.18356414427999
2546,92,8,29,82.265625,9,26.0,125.96979726934217
2547,92,4,18,82.265625,9,27.0,32.75645327826536
2548,92,4,29,66.796875,9,28.0,29.6754617414248
2549,92,4,29,82.265625,13,29.0,126.65260922330097
2550,92,8,18,66.796875,13,30.0,33.28078722995064
2551,60,4,18,66.796875,13,31.0,35.96862156696458
2552,60,8,29,66.796875,13,32.0,32.82018568811975
2553,60,8,18,82.265625,13,33.0,31.648480789137185
2554,60,8,18,66.796875,9,34.0,27.491808252427184
2555,60,8,18,66.796875,13,35.0,31.568762781186095
2556,67,8,74,41.015625,3,36.0,207.90972411909314
2557,85,8,74,41.015625,3,37.0,89.45598969514813
2558,67,4,74,41.015625,3,38.0,198.74273372086822
2559,67,8,63,41.015625,3,39.0,203.201813689555
2560,67,8,74,25.546875,3,40.0,195.66759614878728
2561,67,8,74,41.015625,7,41.0,164.78376153300212
2562,67,4,63,25.546875,7,42.0,206.45024172958878
2563,85,8,63,25.546875,7,43.0,213.40733725173402
2564,85,4,74,25.546875,7,44.0,159.85600512377823
2565,85,4,63,41.015625,7,45.0,92.93402647149355
2566,85,4,63,25.546875,3,46.0,186.18646462052138
2567,85,4,63,25.546875,7,47.0,193.02560897776831
2568,73,3,85,30.703125,4,48.0,91.06858414539569
2569,92,3,85,30.703125,4,49.0,282.2024968152866
2570,73,9,85,30.703125,4,50.0,99.47926583008798
2571,73,3,29,30.703125,4,51.0,89.60924326012282
2572,73,3,85,56.484375,4,52.0,273.36282920241104
2573,73,3,85,30.703125,9,53.0,66.28245250584035
2574,73,9,29,56.484375,9,54.0,96.3478291588653
2575,92,3,29,56.484375,9,55.0,250.30040952688867
2576,92,9,85,56.484375,9,56.0,233.2149884110224
2577,92,9,29,30.703125,9,57.0,220.9861985531936
2578,92,9,29,56.484375,4,58.0,59.19839107305047
2579,92,9,29,56.484375,9,59.0,223.52795685438355
2580,98,7,40,71.953125,10,60.0,132.40729426433916
2581,67,7,40,71.953125,10,61.0,266.46811053388944
2582,98,5,40,71.953125,10,62.0,255.5256900111541
2583,98,7,74,71.953125,10,63.0,27.874407870764
2584,98,7,40,15.234375,10,64.0,94.93492339832869
2585,98,7,40,71.953125,3,65.0,96.34639800285306
2586,98,5,74,15.234375,3,66.0,265.5236025594591
2587,67,7,74,15.234375,3,67.0,125.05901785714286
2588,67,5,40,15.234375,3,68.0,123.31986402601241
2589,67,5,74,71.953125,3,69.0,33.64916281190957
2590,67,5,74,15.234375,10,70.0,130.45204470097016
2591,67,5,74,15.234375,3,71.0,259.5162276688978
2592,85,5,63,10.078125,13,72.0,184.77359480734705
2593,54,5,63,10.078125,13,73.0,17.44609803739187
2594,85,7,63,10.078125,13,74.0,179.38765358269
2595,85,5,97,10.078125,13,75.0,15.619810040705563
2596,85,5,63,35.859375,13,76.0,14.19820788530466
2597,85,5,63,10.078125,6,77.0,47.55954005067238
2598,85,7,97,35.859375,6,78.0,48.79307402760352
2599,54,5,97,35.859375,6,79.0,47.0493753718025
2600,54,7,63,35.859375,6,80.0,146.91521131680057
2601,54,7,97,10.078125,6,81.0,47.7233707422721
2602,54,7,97,35.859375,13,82.0,151.6408678852727
2603,54,7,97,35.859375,6,83.0,14.419182128680882
2604,60,8,18,51.328125,7,84.0,286.43630737493555
2605,79,8,18,51.328125,7,85.0,157.50547869396792
2606,60,4,18,51.328125,7,86.0,161.0171202809482
2607,60,8,52,51.328125,7,87.0,155.80528710259242
2608,60,8,18,77.109375,7,88.0,200.65015580544642
2609,60,8,18,51.328125,12,89.0,163.1866405265369
2610,60,4,52,77.109375,12,90.0,162.90066393558413
2611,79,8,52,77.109375,12,91.0,163.40782452395663
2612,79,4,18,77.109375,12,92.0,167.72830027115742
2613,79,4,52,51.328125,12,93.0,189.7807126579656
2614,79,4,52,77.109375,7,94.0,161.25571055410438
2615,79,4,52,77.109375,12,95.0,266.75293150552454
2616,57,4,57,77.109375,13,96.0,61.01857412491421
2617,82,4,57,77.109375,13,97.0,259.8994657465635
2618,57,9,57,77.109375,13,98.0,55.527973476999584
2619,57,4,24,77.109375,13,99.0,29.4571554770318
2620,57,4,57,51.328125,13,100.0,58.76047142614889
2621,57,4,57,77.109375,8,101.0,56.957398641695825
2622,57,9,24,51.328125,8,102.0,28.707157439654136
2623,82,4,24,51.328125,8,103.0,57.68059840256941
2624,82,9,57,51.328125,8,104.0,225.5173168245444
2625,82,9,24,77.109375,8,105.0,52.23178754490051
