,num_buildings,Run,Avg_raster_value,num_destinations,trace_strength,agent_vision_angle,agent_vision_samples
224,,14,92.08235995650496,10.0,,,
104,,14,92.51769074717188,6.0,,,
134,,14,92.2420734430284,7.0,,,
164,,14,90.93813356683394,8.0,,,
14,,14,105.590820165538,3.0,,,
44,,14,101.9487433862434,4.0,,,
15,,15,102.63901695284423,3.0,,,
135,,15,92.09797089567535,7.0,,,
75,,15,102.37860843819394,5.0,,,
45,,15,101.44722765337367,4.0,,,
165,,15,94.30389184175793,8.0,,,
105,,15,93.43622135663404,6.0,,,
195,,15,95.36011109182434,9.0,,,
225,,15,94.9344128404531,10.0,,,
16,,16,98.50007108836283,3.0,,,
166,,16,91.57502423487051,8.0,,,
76,,16,95.1105527638191,5.0,,,
106,,16,93.38307167720394,6.0,,,
46,,16,105.69506227758008,4.0,,,
196,,16,97.09599065516886,9.0,,,
226,,16,95.36145972095632,10.0,,,
136,,16,86.082520024231,7.0,,,
137,,17,96.38501002276357,7.0,,,
77,,17,96.75814496444869,5.0,,,
197,,17,96.96546293976594,9.0,,,
47,,17,91.85338294993234,4.0,,,
167,,17,84.32193450616064,8.0,,,
227,,17,87.9101506086239,10.0,,,
107,,17,88.38455206475511,6.0,,,
17,,17,98.25432669725765,3.0,,,
228,,18,100.39842046957081,10.0,,,
198,,18,94.44313697607451,9.0,,,
168,,18,104.30544901946595,8.0,,,
78,,18,88.95508500667054,5.0,,,
108,,18,98.607984555422,6.0,,,
48,,18,97.03601406126695,4.0,,,
138,,18,88.19536656303279,7.0,,,
18,,18,91.44093382482008,3.0,,,
169,,19,99.76364537952043,8.0,,,
140,,19,86.40743686617618,7.0,,,
19,,19,88.08923388457644,3.0,,,
229,,19,94.01927202391418,10.0,,,
109,,19,94.61377234908834,6.0,,,
199,,19,100.37919914953933,9.0,,,
49,,19,83.76358890701468,4.0,,,
79,,19,91.30721649484536,5.0,,,
80,,20,104.41359223300971,5.0,,,
20,,20,102.05546816479401,3.0,,,
50,,20,88.14167007219724,4.0,,,
200,,20,89.12221465076661,9.0,,,
110,,20,94.91441109355802,6.0,,,
230,,20,92.01209622461496,10.0,,,
139,,20,100.2353571811457,7.0,,,
170,,20,103.04919466511187,8.0,,,
201,,21,97.01579320113315,9.0,,,
171,,21,90.40555498264068,8.0,,,
231,,21,93.24627045650301,10.0,,,
141,,21,98.40518383274264,7.0,,,
111,,21,95.1311533930675,6.0,,,
21,,21,85.18849796087648,3.0,,,
81,,21,94.33572966590262,5.0,,,
51,,21,96.7314831308561,4.0,,,
232,,22,90.53085066292097,10.0,,,
82,,22,84.33499381498446,5.0,,,
112,,22,95.96330727516022,6.0,,,
142,,22,85.87561717293922,7.0,,,
52,,22,85.60341593444565,4.0,,,
202,,22,102.38198517207037,9.0,,,
172,,22,85.4549777839489,8.0,,,
22,,22,90.92227925365887,3.0,,,
233,,23,90.19088080002797,10.0,,,
203,,23,92.77686006825938,9.0,,,
173,,23,83.22300931391841,8.0,,,
23,,23,97.99824240467736,3.0,,,
113,,23,95.33803598044993,6.0,,,
53,,23,91.77614373294588,4.0,,,
143,,23,88.59979577944179,7.0,,,
83,,23,108.75999254982305,5.0,,,
114,,24,92.86124957323318,6.0,,,
234,,24,83.16603111396078,10.0,,,
174,,24,91.98268442975662,8.0,,,
24,,24,100.9233617716464,3.0,,,
204,,24,85.39030478192328,9.0,,,
144,,24,100.87338812526569,7.0,,,
84,,24,93.33807754329383,5.0,,,
54,,24,104.11867409840906,4.0,,,
55,,25,96.77132518268691,4.0,,,
25,,25,113.60977304307549,3.0,,,
205,,25,94.9287918011277,9.0,,,
115,,25,89.26511229213098,6.0,,,
175,,25,88.41813782291595,8.0,,,
235,,25,94.2299756012548,10.0,,,
85,,25,98.5731720147291,5.0,,,
145,,25,112.79979555521902,7.0,,,
86,,26,92.17336596800882,5.0,,,
206,,26,88.01055871839004,9.0,,,
176,,26,85.07730290049378,8.0,,,
26,,26,108.65625469289684,3.0,,,
116,,26,89.63273459909848,6.0,,,
236,,26,94.57092483329261,10.0,,,
56,,26,97.46311637080868,4.0,,,
146,,26,95.93459617702773,7.0,,,
177,,27,104.9635663507109,8.0,,,
27,,27,100.3532755120871,3.0,,,
237,,27,96.38682592657649,10.0,,,
148,,27,92.49385664347766,7.0,,,
117,,27,89.55387967723264,6.0,,,
57,,27,90.40782466202376,4.0,,,
207,,27,90.98875784536865,9.0,,,
87,,27,93.34378841628323,5.0,,,
28,,28,96.62023574251835,3.0,,,
58,,28,98.5633431085044,4.0,,,
88,,28,97.30810068980462,5.0,,,
147,,28,97.49293441871939,7.0,,,
178,,28,96.96572078799517,8.0,,,
208,,28,93.88241237544422,9.0,,,
238,,28,97.03508709688863,10.0,,,
118,,28,100.23058567568516,6.0,,,
119,,29,87.23088945229743,6.0,,,
179,,29,95.3167277514856,8.0,,,
149,,29,95.91037271448664,7.0,,,
89,,29,84.90602925914767,5.0,,,
59,,29,92.60060123042506,4.0,,,
29,,29,100.40022494739134,3.0,,,
209,,29,87.6788897549734,9.0,,,
239,,29,98.27318990629277,10.0,,,
180,,0,192.39275687815834,,70.0,,
120,,0,130.296992,,50.0,,
239,,0,250.52766843588898,,90.0,,
209,,0,253.80422613639695,,80.0,,
150,,0,164.35102150698452,,60.0,,
270,,0,279.1555710410393,,100.0,,
30,,0,43.55689644278764,,20.0,,
60,,0,75.74502130620054,,30.0,,
3,,0,12.55580839685971,,10.0,,
90,,0,84.74176454705008,,40.0,,
271,,1,272.5143304431599,,100.0,,
151,,1,148.96968924393076,,60.0,,
31,,1,36.84270450166404,,20.0,,
121,,1,121.05656066687249,,50.0,,
61,,1,58.40060065070493,,30.0,,
241,,1,233.90888432249486,,90.0,,
0,,1,12.544565711687131,,10.0,,
181,,1,215.76605008708185,,70.0,,
91,,1,95.02074342196853,,40.0,,
211,,1,220.2381052410461,,80.0,,
62,,2,65.08772077375946,,30.0,,
92,,2,92.52446520776985,,40.0,,
122,,2,120.32584373555247,,50.0,,
272,,2,297.4489159257526,,100.0,,
242,,2,252.92468042762738,,90.0,,
32,,2,43.153131115459885,,20.0,,
212,,2,224.4111410793922,,80.0,,
152,,2,157.557002399485,,60.0,,
5,,2,11.126039886039885,,10.0,,
182,,2,177.63201579972778,,70.0,,
153,,3,172.54809174425057,,60.0,,
93,,3,97.29621206737261,,40.0,,
243,,3,279.6568511434626,,90.0,,
213,,3,249.5968938541035,,80.0,,
273,,3,287.8924535916061,,100.0,,
123,,3,131.53712976599576,,50.0,,
183,,3,210.82814003849856,,70.0,,
33,,3,37.828712583551294,,20.0,,
63,,3,65.85896601119937,,30.0,,
4,,3,12.676812891674127,,10.0,,
34,,4,37.436678928008405,,20.0,,
154,,4,176.47711218297806,,60.0,,
64,,4,63.13060116035057,,30.0,,
214,,4,238.78289161337167,,80.0,,
124,,4,120.88788354414797,,50.0,,
1,,4,11.77389643940245,,10.0,,
244,,4,262.97696586665273,,90.0,,
274,,4,300.6776635320864,,100.0,,
94,,4,101.97416934232837,,40.0,,
184,,4,203.65956954408702,,70.0,,
95,,5,97.5840603282567,,40.0,,
6,,5,11.502643122258464,,10.0,,
185,,5,192.1108828991053,,70.0,,
245,,5,250.98834564367317,,90.0,,
65,,5,59.30611417450535,,30.0,,
215,,5,228.6698422950643,,80.0,,
155,,5,153.37441344963582,,60.0,,
35,,5,33.89297506546738,,20.0,,
125,,5,122.78797448564818,,50.0,,
275,,5,261.1909252170666,,100.0,,
156,,6,172.66729178836044,,60.0,,
246,,6,269.7789022020725,,90.0,,
66,,6,58.66074091990164,,30.0,,
186,,6,198.25346276112626,,70.0,,
126,,6,127.20682648039372,,50.0,,
216,,6,233.80966096115867,,80.0,,
96,,6,103.04677739398839,,40.0,,
276,,6,292.1799161026327,,100.0,,
36,,6,34.685886019590384,,20.0,,
2,,6,10.659997764613838,,10.0,,
67,,7,59.310700261780106,,30.0,,
37,,7,39.3130715123095,,20.0,,
277,,7,316.3073677377475,,100.0,,
247,,7,287.29367966833064,,90.0,,
127,,7,128.33266842545524,,50.0,,
217,,7,232.92271499763356,,80.0,,
157,,7,148.91314765743925,,60.0,,
97,,7,98.8809438299095,,40.0,,
7,,7,12.257308611079512,,10.0,,
187,,7,213.83016552425994,,70.0,,
9,,8,10.768088218746483,,10.0,,
218,,8,210.30054322759187,,80.0,,
98,,8,90.77639109149831,,40.0,,
128,,8,133.56302170283806,,50.0,,
278,,8,320.1419866604452,,100.0,,
248,,8,251.4044838742291,,90.0,,
158,,8,137.68465343872668,,60.0,,
188,,8,165.83845583914567,,70.0,,
38,,8,44.39362020468011,,20.0,,
68,,8,64.4407022270871,,30.0,,
99,,9,93.15223284348694,,40.0,,
39,,9,42.42703541858326,,20.0,,
159,,9,174.59541104217976,,60.0,,
279,,9,301.1491186900292,,100.0,,
8,,9,12.92026318724211,,10.0,,
189,,9,194.63078687515736,,70.0,,
219,,9,209.69916534384762,,80.0,,
129,,9,130.70834398976982,,50.0,,
69,,9,61.0405427103404,,30.0,,
249,,9,235.98350963770062,,90.0,,
190,,10,186.072596772868,,70.0,,
100,,10,99.65939196525515,,40.0,,
250,,10,253.43476833733115,,90.0,,
220,,10,232.0610461941684,,80.0,,
70,,10,61.870769486317016,,30.0,,
160,,10,167.20439654644542,,60.0,,
130,,10,124.96567828485456,,50.0,,
280,,10,287.0483553627283,,100.0,,
10,,10,10.44363876071193,,10.0,,
40,,10,34.65585082116788,,20.0,,
191,,11,190.66224722856666,,70.0,,
251,,11,255.5542019409457,,90.0,,
131,,11,122.3138446121567,,50.0,,
11,,11,12.25375458894204,,10.0,,
161,,11,152.80613359392964,,60.0,,
281,,11,289.460364315269,,100.0,,
71,,11,66.41284403669725,,30.0,,
221,,11,223.71588342832564,,80.0,,
101,,11,97.62163811986068,,40.0,,
41,,11,37.86719066057909,,20.0,,
132,,12,123.37221387427999,,50.0,,
222,,12,220.04558675762866,,80.0,,
252,,12,250.33817814786778,,90.0,,
